GPSLatitude,GPSLongitude,GPSAltitude,CreateDate
58.65093586,-134.2096354,1120.1,2021:07:15 09:47:35
58.65095214,-134.2096517,1120.9,2021:07:15 09:47:38
58.65097656,-134.2096842,1121.3,2021:07:15 09:47:41
58.65103353,-134.2097493,1121.5,2021:07:15 09:47:44
58.65121256,-134.2098633,1121,2021:07:15 09:47:50
58.65129394,-134.2099935,1121.8,2021:07:15 09:47:53
58.65135903,-134.2101237,1123.1,2021:07:15 09:47:56
58.65144042,-134.2101725,1124.8,2021:07:15 09:47:59
58.65148925,-134.2101074,1126.1,2021:07:15 09:48:05
58.65146483,-134.2101237,1126.1,2021:07:15 09:48:08
58.65140786,-134.2101237,1126.1,2021:07:15 09:48:11
58.65139158,-134.2100423,1126.3,2021:07:15 09:48:14
58.65136717,-134.2099446,1126.7,2021:07:15 09:48:17
58.65130208,-134.2099446,1126.5,2021:07:15 09:48:20
58.65122883,-134.2099121,1125.3,2021:07:15 09:48:23
58.65123697,-134.2097982,1124.6,2021:07:15 09:48:26
58.65131833,-134.2097493,1125.8,2021:07:15 09:48:29
58.65136717,-134.2098307,1128.1,2021:07:15 09:48:32
58.65135903,-134.2098307,1127.7,2021:07:15 09:48:38
58.65133461,-134.2097656,1128.2,2021:07:15 09:48:41
58.65128581,-134.2097656,1128.5,2021:07:15 09:48:44
58.65124511,-134.2097168,1128.7,2021:07:15 09:48:47
58.65129394,-134.2096191,1129.3,2021:07:15 09:48:50
58.65135089,-134.2094564,1131.2,2021:07:15 09:48:53
58.65133461,-134.2093424,1132.2,2021:07:15 09:48:56
58.65127767,-134.2093262,1132.3,2021:07:15 09:48:59
58.65124511,-134.2091959,1132.8,2021:07:15 09:49:02
58.65128581,-134.2090495,1133.3,2021:07:15 09:49:05
58.65147297,-134.2089518,1135,2021:07:15 09:49:11
58.65147297,-134.2088704,1134.3,2021:07:15 09:49:14
58.65144856,-134.2088379,1134.5,2021:07:15 09:49:17
58.65143228,-134.2087565,1135.4,2021:07:15 09:49:20
58.65139158,-134.2086263,1136.6,2021:07:15 09:49:23
58.65131833,-134.2085612,1136.7,2021:07:15 09:49:26
58.65128581,-134.2086426,1134.7,2021:07:15 09:49:29
58.65132647,-134.2086751,1134.9,2021:07:15 09:49:32
58.65139158,-134.2086263,1135.4,2021:07:15 09:49:35
58.65139158,-134.2085286,1135.9,2021:07:15 09:49:38
58.65135089,-134.2084635,1135.7,2021:07:15 09:49:41
58.65127767,-134.2084473,1135.2,2021:07:15 09:49:44
58.65123697,-134.2083496,1134.2,2021:07:15 09:49:47
58.65131833,-134.2082845,1134.4,2021:07:15 09:49:50
58.65136717,-134.2082031,1135.1,2021:07:15 09:49:53
58.65133461,-134.2081868,1135,2021:07:15 09:49:56
58.65126953,-134.2082031,1133.6,2021:07:15 09:49:59
58.65118814,-134.2081217,1132.2,2021:07:15 09:50:02
58.65121256,-134.2079753,1131.1,2021:07:15 09:50:05
58.65124511,-134.2078288,1132.3,2021:07:15 09:50:08
58.65120442,-134.2077637,1132.7,2021:07:15 09:50:11
58.65114744,-134.2076823,1132.9,2021:07:15 09:50:14
58.65108233,-134.2077311,1134.8,2021:07:15 09:50:17
58.65100911,-134.2076172,1135.1,2021:07:15 09:50:20
58.65106606,-134.2075033,1135.6,2021:07:15 09:50:23
58.65104978,-134.2074219,1134.6,2021:07:15 09:50:29
58.65099283,-134.2074381,1133.1,2021:07:15 09:50:32
58.65097656,-134.2073405,1131.3,2021:07:15 09:50:35
58.65104978,-134.2072428,1132.3,2021:07:15 09:50:41
58.65101725,-134.2072916,1132.1,2021:07:15 09:50:44
58.65098469,-134.2074707,1133,2021:07:15 09:50:47
58.65095214,-134.2076009,1134,2021:07:15 09:50:50
58.65098469,-134.2074056,1135.9,2021:07:15 09:50:59
58.65096842,-134.2075195,1136.7,2021:07:15 09:51:02
58.65090331,-134.2076009,1137.6,2021:07:15 09:51:05
58.65084633,-134.207487,1138.3,2021:07:15 09:51:08
58.65104164,-134.2073079,1142.4,2021:07:15 09:51:14
58.65104164,-134.2072916,1141,2021:07:15 09:51:17
58.65101725,-134.2073893,1141.3,2021:07:15 09:51:20
58.65096028,-134.2074056,1141.8,2021:07:15 09:51:23
58.65100097,-134.2073405,1143.2,2021:07:15 09:51:26
58.65106606,-134.2074219,1145.1,2021:07:15 09:51:29
58.65104978,-134.2075033,1146.6,2021:07:15 09:51:32
58.65104164,-134.207666,1146.7,2021:07:15 09:51:35
58.65110675,-134.2077311,1149.9,2021:07:15 09:51:38
58.65112303,-134.2076823,1151,2021:07:15 09:51:41
58.65108233,-134.2077148,1151.4,2021:07:15 09:51:44
58.65109047,-134.2077962,1150,2021:07:15 09:51:47
58.65111489,-134.2078288,1152.3,2021:07:15 09:51:50
58.65113931,-134.2078613,1152.5,2021:07:15 09:51:53
58.65118,-134.2078939,1151.9,2021:07:15 09:51:56
58.65122069,-134.2078939,1150.9,2021:07:15 09:51:59
58.65124511,-134.2079264,1150.3,2021:07:15 09:52:02
58.65123697,-134.2079427,1150.9,2021:07:15 09:52:08
58.65121256,-134.2079427,1149.6,2021:07:15 09:52:11
58.65119628,-134.2079427,1147.9,2021:07:15 09:52:14
58.65117186,-134.2079753,1146,2021:07:15 09:52:17
58.65115558,-134.2079915,1145.2,2021:07:15 09:52:20
58.65117186,-134.2081217,1144.4,2021:07:15 09:52:26
58.65122883,-134.208138,1143.3,2021:07:15 09:52:29
58.65126953,-134.2081217,1142.8,2021:07:15 09:52:32
58.65124511,-134.2081217,1142.8,2021:07:15 09:52:35
58.65122883,-134.2082031,1143,2021:07:15 09:52:38
58.65124511,-134.2083171,1142.2,2021:07:15 09:52:41
58.65123697,-134.2083171,1141.4,2021:07:15 09:52:44
58.65124511,-134.2082357,1141,2021:07:15 09:52:47
58.65126139,-134.2081054,1141.8,2021:07:15 09:52:50
58.65123697,-134.2081054,1142.1,2021:07:15 09:52:53
58.65118814,-134.208138,1141.6,2021:07:15 09:52:56
58.65111489,-134.2081706,1139.6,2021:07:15 09:52:59
58.65103353,-134.2082682,1140,2021:07:15 09:53:02
58.65096028,-134.2082519,1139.4,2021:07:15 09:53:05
58.65097656,-134.208138,1139.2,2021:07:15 09:53:08
58.65096028,-134.2081054,1139.1,2021:07:15 09:53:11
58.650944,-134.2081868,1140.4,2021:07:15 09:53:14
58.65089517,-134.2083008,1140.8,2021:07:15 09:53:17
58.65085447,-134.2083496,1138.1,2021:07:15 09:53:20
58.65080564,-134.2083008,1138.4,2021:07:15 09:53:23
58.65083006,-134.2083171,1138.8,2021:07:15 09:53:26
58.65081378,-134.2083496,1138.7,2021:07:15 09:53:29
58.65076497,-134.2084147,1139.1,2021:07:15 09:53:32
58.65068358,-134.2084473,1139.1,2021:07:15 09:53:35
58.65065103,-134.2083984,1138.5,2021:07:15 09:53:38
58.650708,-134.2082845,1141.4,2021:07:15 09:53:41
58.650708,-134.2082031,1142.5,2021:07:15 09:53:44
58.65066731,-134.2082194,1142.7,2021:07:15 09:53:47
58.65063475,-134.2083333,1141.4,2021:07:15 09:53:50
58.65057778,-134.208431,1139.3,2021:07:15 09:53:53
58.65055336,-134.2084147,1139,2021:07:15 09:53:56
58.65060219,-134.2083659,1139,2021:07:15 09:53:59
58.65061847,-134.2083008,1139.1,2021:07:15 09:54:02
58.65057778,-134.2082031,1138.8,2021:07:15 09:54:05
58.65051269,-134.2082194,1137.2,2021:07:15 09:54:08
58.65045572,-134.2083496,1138.1,2021:07:15 09:54:11
58.65043131,-134.2085775,1138.3,2021:07:15 09:54:14
58.65048828,-134.2087728,1137.8,2021:07:15 09:54:17
58.65046386,-134.208903,1136.6,2021:07:15 09:54:20
58.65044758,-134.2088704,1137,2021:07:15 09:54:23
58.65041503,-134.2088053,1137.3,2021:07:15 09:54:26
58.65033364,-134.2088053,1136.5,2021:07:15 09:54:29
58.65030108,-134.2087077,1136.4,2021:07:15 09:54:32
58.65036619,-134.2086263,1140.2,2021:07:15 09:54:35
58.65038247,-134.2086914,1140.9,2021:07:15 09:54:38
58.65036619,-134.2087565,1141.1,2021:07:15 09:54:41
58.65030922,-134.2088053,1135.7,2021:07:15 09:54:44
58.65025228,-134.2088216,1132,2021:07:15 09:54:47
58.65020344,-134.2089355,1131.3,2021:07:15 09:54:50
58.65018717,-134.2090495,1129,2021:07:15 09:54:53
58.65011392,-134.2089681,1131.4,2021:07:15 09:54:56
58.65004881,-134.2088542,1133,2021:07:15 09:54:59
58.64995117,-134.2088379,1133.8,2021:07:15 09:55:02
58.64991047,-134.2087239,1133.7,2021:07:15 09:55:05
58.64994303,-134.2085775,1134.8,2021:07:15 09:55:08
58.64994303,-134.2083984,1134.7,2021:07:15 09:55:11
58.64987792,-134.2083008,1134.2,2021:07:15 09:55:14
58.64979653,-134.2082031,1131.4,2021:07:15 09:55:17
58.6498535,-134.2080892,1131.2,2021:07:15 09:55:20
58.64992675,-134.2080892,1132.2,2021:07:15 09:55:23
58.64995117,-134.2080078,1132.7,2021:07:15 09:55:26
58.64991861,-134.207959,1132.6,2021:07:15 09:55:29
58.64980467,-134.2079915,1128.2,2021:07:15 09:55:32
58.64974769,-134.2080892,1127.1,2021:07:15 09:55:35
58.64980467,-134.2081054,1129.3,2021:07:15 09:55:38
58.64984536,-134.2080892,1130.6,2021:07:15 09:55:41
58.64982908,-134.2081054,1131,2021:07:15 09:55:44
58.64982094,-134.2081868,1131.4,2021:07:15 09:55:47
58.64984536,-134.2082357,1132.9,2021:07:15 09:55:50
58.64988606,-134.2083008,1132.7,2021:07:15 09:55:53
58.64991861,-134.2083171,1132.6,2021:07:15 09:55:56
58.64994303,-134.2083171,1132.2,2021:07:15 09:55:59
58.64996744,-134.2083496,1132.1,2021:07:15 09:56:02
58.64999186,-134.2083659,1131.4,2021:07:15 09:56:05
58.65000811,-134.2083984,1130.3,2021:07:15 09:56:08
58.65003253,-134.2084147,1129.7,2021:07:15 09:56:11
58.65005694,-134.2084147,1129.6,2021:07:15 09:56:14
58.65008136,-134.2084147,1129.7,2021:07:15 09:56:17
58.6500895,-134.208431,1129.4,2021:07:15 09:56:20
58.65009764,-134.208431,1128.8,2021:07:15 09:56:23
58.65010578,-134.2084473,1128.6,2021:07:15 09:56:26
58.65012206,-134.2084473,1128.5,2021:07:15 09:56:29
58.65013019,-134.2084473,1128.4,2021:07:15 09:56:32
58.65014647,-134.2084473,1128.2,2021:07:15 09:56:35
58.65015461,-134.2084473,1128,2021:07:15 09:56:38
58.65017903,-134.2084473,1128.1,2021:07:15 09:56:41
58.65022786,-134.2084635,1129.1,2021:07:15 09:56:44
58.65030108,-134.2085286,1129.8,2021:07:15 09:56:47
58.65039061,-134.2086263,1131,2021:07:15 09:56:50
58.65042317,-134.2087891,1130.6,2021:07:15 09:56:53
58.65048014,-134.2089518,1130.8,2021:07:15 09:56:56
58.65058592,-134.2090332,1131.7,2021:07:15 09:56:59
58.65065103,-134.2090006,1132.1,2021:07:15 09:57:02
58.65064289,-134.2089681,1132,2021:07:15 09:57:05
58.65061847,-134.2089355,1132,2021:07:15 09:57:08
58.65061847,-134.2088379,1132.2,2021:07:15 09:57:11
58.65055336,-134.2087565,1132.6,2021:07:15 09:57:14
58.65039875,-134.2087077,1132.8,2021:07:15 09:57:17
58.65031736,-134.20861,1129.3,2021:07:15 09:57:20
58.65037433,-134.2085124,1128.4,2021:07:15 09:57:23
58.65038247,-134.208431,1127.2,2021:07:15 09:57:26
58.65039061,-134.2084147,1124.1,2021:07:15 09:57:29
58.65036619,-134.2083008,1123.4,2021:07:15 09:57:32
58.65037433,-134.208138,1123.9,2021:07:15 09:57:35
58.65033364,-134.2081054,1124.3,2021:07:15 09:57:38
58.65030108,-134.2082031,1124.4,2021:07:15 09:57:41
58.65026853,-134.2083171,1124.8,2021:07:15 09:57:44
58.65024414,-134.2083008,1124.5,2021:07:15 09:57:47
58.65025228,-134.2083008,1122.4,2021:07:15 09:57:50
58.65027667,-134.2082519,1123.9,2021:07:15 09:57:53
58.65033364,-134.2082682,1125,2021:07:15 09:57:56
58.65036619,-134.2083333,1125.4,2021:07:15 09:57:59
58.65036619,-134.2083821,1125.7,2021:07:15 09:58:02
58.65034992,-134.2083821,1125.5,2021:07:15 09:58:05
58.65034992,-134.2083821,1124.8,2021:07:15 09:58:08
58.65037433,-134.2083333,1124.9,2021:07:15 09:58:11
58.65039875,-134.2082519,1124.9,2021:07:15 09:58:14
58.65039061,-134.2082194,1124.4,2021:07:15 09:58:17
58.65035806,-134.2082357,1123.7,2021:07:15 09:58:20
58.65031736,-134.2082682,1120.4,2021:07:15 09:58:23
58.65025228,-134.2083171,1118.9,2021:07:15 09:58:26
58.65022786,-134.2084147,1119,2021:07:15 09:58:29
58.65026853,-134.2084635,1119.6,2021:07:15 09:58:32
58.65031736,-134.2084635,1120.4,2021:07:15 09:58:35
58.65035806,-134.2084147,1120.3,2021:07:15 09:58:38
58.65036619,-134.2083659,1120.3,2021:07:15 09:58:41
58.65038247,-134.2083333,1119.6,2021:07:15 09:58:44
58.65038247,-134.2082194,1122.4,2021:07:15 09:58:47
58.65036619,-134.2082031,1121.6,2021:07:15 09:58:50
58.6503255,-134.2081217,1121.3,2021:07:15 09:58:53
58.65028481,-134.2080078,1120.7,2021:07:15 09:58:56
58.65022786,-134.2078939,1119.7,2021:07:15 09:58:59
58.65018717,-134.2079264,1120.5,2021:07:15 09:59:02
58.65014647,-134.2080078,1120.7,2021:07:15 09:59:05
58.6500895,-134.2080892,1120.3,2021:07:15 09:59:08
58.65003253,-134.2081543,1119.5,2021:07:15 09:59:11
58.64998372,-134.2082519,1119,2021:07:15 09:59:14
58.64994303,-134.2082357,1118.4,2021:07:15 09:59:17
58.64990233,-134.2082194,1117.7,2021:07:15 09:59:20
58.64986164,-134.2082194,1116.8,2021:07:15 09:59:23
58.64986978,-134.2081706,1117,2021:07:15 09:59:26
58.64986978,-134.2080892,1118.5,2021:07:15 09:59:29
58.64984536,-134.2080078,1120.9,2021:07:15 09:59:32
58.64982094,-134.2079915,1121.5,2021:07:15 09:59:35
58.64982094,-134.2080241,1122,2021:07:15 09:59:38
58.64983722,-134.2080566,1122.5,2021:07:15 09:59:41
58.64987792,-134.2081054,1123.2,2021:07:15 09:59:44
58.64992675,-134.2082194,1123.4,2021:07:15 09:59:47
58.64999186,-134.2083171,1123.2,2021:07:15 09:59:50
58.65006508,-134.2083984,1123.1,2021:07:15 09:59:53
58.65011392,-134.2084147,1123.2,2021:07:15 09:59:56
58.65013019,-134.208431,1120.8,2021:07:15 09:59:59
58.65013019,-134.2084147,1120,2021:07:15 10:00:02
58.65012206,-134.2083984,1119.8,2021:07:15 10:00:05
58.65012206,-134.2083659,1119.9,2021:07:15 10:00:08
58.65009764,-134.2083171,1120.1,2021:07:15 10:00:11
58.65006508,-134.2082519,1120.4,2021:07:15 10:00:14
58.65001625,-134.2082031,1120.2,2021:07:15 10:00:17
58.64997558,-134.2081543,1120.7,2021:07:15 10:00:20
58.64994303,-134.2080729,1121.3,2021:07:15 10:00:23
58.64997558,-134.2080241,1121.8,2021:07:15 10:00:26
58.65003253,-134.2080729,1122.2,2021:07:15 10:00:29
58.6500895,-134.208138,1121.6,2021:07:15 10:00:32
58.65017089,-134.2082194,1120.8,2021:07:15 10:00:35
58.65022786,-134.2083333,1119.5,2021:07:15 10:00:38
58.65024414,-134.2084635,1119.5,2021:07:15 10:00:41
58.65029294,-134.2085938,1118.9,2021:07:15 10:00:44
58.65035806,-134.2086263,1118.8,2021:07:15 10:00:47
58.65042317,-134.2086588,1118.8,2021:07:15 10:00:50
58.650472,-134.2087239,1119,2021:07:15 10:00:53
58.65049642,-134.2087891,1119.3,2021:07:15 10:00:56
58.65050456,-134.2088379,1119.2,2021:07:15 10:00:59
58.65050456,-134.2088704,1119.3,2021:07:15 10:01:02
58.65049642,-134.208903,1119.3,2021:07:15 10:01:05
58.65048014,-134.2089355,1118.7,2021:07:15 10:01:08
58.650472,-134.2089681,1118.6,2021:07:15 10:01:11
58.65049642,-134.2089193,1118.9,2021:07:15 10:01:14
58.65049642,-134.2089193,1119.6,2021:07:15 10:01:17
58.65049642,-134.208903,1120,2021:07:15 10:01:20
58.65048828,-134.208903,1120.2,2021:07:15 10:01:23
58.65048828,-134.2088542,1120.4,2021:07:15 10:01:26
58.650472,-134.2087728,1121.7,2021:07:15 10:01:29
58.65043944,-134.2086426,1122.8,2021:07:15 10:01:32
58.65041503,-134.2084961,1123.3,2021:07:15 10:01:35
58.65034992,-134.2084147,1124,2021:07:15 10:01:38
58.65033364,-134.2082845,1124.2,2021:07:15 10:01:41
58.65037433,-134.2081706,1124.5,2021:07:15 10:01:44
58.65035806,-134.2081217,1124.8,2021:07:15 10:01:47
58.6503255,-134.2082031,1124.8,2021:07:15 10:01:50
58.65029294,-134.2083008,1124.2,2021:07:15 10:01:53
58.65025228,-134.2083008,1123.3,2021:07:15 10:01:56
58.65026853,-134.2082682,1123.1,2021:07:15 10:01:59
58.65027667,-134.2082357,1122.7,2021:07:15 10:02:02
58.65026853,-134.2082194,1122.6,2021:07:15 10:02:05
58.65026039,-134.2082194,1122.3,2021:07:15 10:02:08
58.65026039,-134.2082357,1122.3,2021:07:15 10:02:11
58.65026853,-134.2082194,1122.2,2021:07:15 10:02:14
58.65026853,-134.2081868,1122.1,2021:07:15 10:02:17
58.65026853,-134.2081054,1122,2021:07:15 10:02:20
58.65027667,-134.2079915,1122,2021:07:15 10:02:23
58.65030108,-134.207845,1123,2021:07:15 10:02:26
58.65030108,-134.2078125,1123.1,2021:07:15 10:02:29
58.65030108,-134.2078613,1123.3,2021:07:15 10:02:32
58.65031736,-134.2078939,1123.6,2021:07:15 10:02:35
58.65033364,-134.2079101,1124.3,2021:07:15 10:02:38
58.65034178,-134.2079427,1124.5,2021:07:15 10:02:41
58.65034178,-134.207959,1124.9,2021:07:15 10:02:44
58.65034178,-134.2079915,1125.3,2021:07:15 10:02:47
58.65034178,-134.2080404,1125.9,2021:07:15 10:02:50
58.65035806,-134.2080892,1126.4,2021:07:15 10:02:53
58.65035806,-134.2081217,1126.6,2021:07:15 10:02:56
58.65034178,-134.208138,1126.8,2021:07:15 10:02:59
58.65028481,-134.208138,1127.3,2021:07:15 10:03:02
58.65021158,-134.2081543,1127.8,2021:07:15 10:03:05
58.65019531,-134.2080404,1128.3,2021:07:15 10:03:08
58.65027667,-134.2079427,1129.2,2021:07:15 10:03:11
58.65030108,-134.2078613,1130,2021:07:15 10:03:14
58.65027667,-134.207845,1130.7,2021:07:15 10:03:17
58.65021158,-134.2078776,1131.2,2021:07:15 10:03:20
58.65013019,-134.2079101,1131.7,2021:07:15 10:03:23
58.65003253,-134.2079427,1131.9,2021:07:15 10:03:26
58.65001625,-134.207845,1131.3,2021:07:15 10:03:29
58.65008136,-134.207845,1131.4,2021:07:15 10:03:32
58.65011392,-134.2078939,1130.7,2021:07:15 10:03:35
58.65008136,-134.2079264,1131.2,2021:07:15 10:03:38
58.64999997,-134.2079427,1132.9,2021:07:15 10:03:41
58.65002439,-134.2079101,1133.2,2021:07:15 10:03:44
58.65009764,-134.207959,1133.6,2021:07:15 10:03:47
58.65016275,-134.2080892,1134.3,2021:07:15 10:03:50
58.65022786,-134.2082845,1133.7,2021:07:15 10:03:53
58.6503255,-134.2084473,1132.6,2021:07:15 10:03:56
58.65039875,-134.2083984,1132,2021:07:15 10:03:59
58.65039875,-134.2082845,1132,2021:07:15 10:04:02
58.65035806,-134.2082845,1132.2,2021:07:15 10:04:05
58.65043131,-134.2083821,1132.6,2021:07:15 10:04:11
58.65049642,-134.2084798,1132.9,2021:07:15 10:04:14
58.65048014,-134.2085449,1133.9,2021:07:15 10:04:17
58.65041503,-134.2085775,1133.9,2021:07:15 10:04:20
58.6503255,-134.2085612,1133.9,2021:07:15 10:04:23
58.65020344,-134.2085449,1134.3,2021:07:15 10:04:26
58.65008136,-134.2084961,1134.6,2021:07:15 10:04:29
58.6500895,-134.208431,1133.7,2021:07:15 10:04:32
58.6500895,-134.2083496,1133.1,2021:07:15 10:04:35
58.65002439,-134.2083171,1132.3,2021:07:15 10:04:38
58.64995117,-134.2083659,1132.7,2021:07:15 10:04:41
58.64989419,-134.2083821,1132.6,2021:07:15 10:04:44
58.64992675,-134.2083008,1132.5,2021:07:15 10:04:47
58.64995931,-134.2081868,1132.8,2021:07:15 10:04:50
58.64993489,-134.2081868,1132.9,2021:07:15 10:04:53
58.64995117,-134.2082845,1132.9,2021:07:15 10:04:56
58.64999997,-134.2083496,1132.6,2021:07:15 10:04:59
58.65005694,-134.2084147,1131.8,2021:07:15 10:05:02
58.65009764,-134.2084473,1131.3,2021:07:15 10:05:05
58.65013019,-134.2084961,1130.5,2021:07:15 10:05:08
58.65015461,-134.2085286,1130.1,2021:07:15 10:05:11
58.65018717,-134.2085612,1129.2,2021:07:15 10:05:14
58.65019531,-134.2086263,1128.5,2021:07:15 10:05:17
58.65018717,-134.2086263,1128.7,2021:07:15 10:05:20
58.65017089,-134.20861,1129.4,2021:07:15 10:05:23
58.65015461,-134.2085775,1129.7,2021:07:15 10:05:26
58.65015461,-134.2085449,1130,2021:07:15 10:05:29
58.65013833,-134.2085449,1130,2021:07:15 10:05:32
58.65013019,-134.2085286,1130.2,2021:07:15 10:05:35
58.65011392,-134.2085449,1130.2,2021:07:15 10:05:38
58.6500895,-134.2085449,1130.1,2021:07:15 10:05:41
58.65008136,-134.2085449,1130.1,2021:07:15 10:05:44
58.65008136,-134.2085449,1130.2,2021:07:15 10:05:47
58.65008136,-134.2085449,1130.2,2021:07:15 10:05:50
58.65008136,-134.2085612,1130.3,2021:07:15 10:05:53
58.65009764,-134.2085612,1130.4,2021:07:15 10:05:56
58.65011392,-134.2085775,1130.8,2021:07:15 10:05:59
58.65011392,-134.20861,1130.7,2021:07:15 10:06:02
58.65011392,-134.2086588,1130.3,2021:07:15 10:06:05
58.65013019,-134.2086588,1129.6,2021:07:15 10:06:08
58.65013019,-134.2086914,1128.8,2021:07:15 10:06:11
58.65013833,-134.2086914,1128.8,2021:07:15 10:06:14
58.65016275,-134.2086914,1128.9,2021:07:15 10:06:17
58.65018717,-134.2087077,1129,2021:07:15 10:06:20
58.65021158,-134.2087077,1129,2021:07:15 10:06:23
58.65028481,-134.2087728,1129,2021:07:15 10:06:29
58.65030108,-134.2088379,1129.3,2021:07:15 10:06:32
58.65031736,-134.2088542,1127.5,2021:07:15 10:06:35
58.65034992,-134.2089518,1126.8,2021:07:15 10:06:41
58.65034178,-134.2090006,1127.1,2021:07:15 10:06:47
58.65031736,-134.2090169,1127.3,2021:07:15 10:06:50
58.65026039,-134.2089681,1127.9,2021:07:15 10:06:53
58.65026039,-134.2088053,1128.4,2021:07:15 10:06:56
58.65021972,-134.2086588,1128.6,2021:07:15 10:06:59
58.65022786,-134.2085124,1128.7,2021:07:15 10:07:05
58.65034178,-134.2084798,1130.2,2021:07:15 10:07:08
58.65049642,-134.2083821,1130.7,2021:07:15 10:07:11
58.65052894,-134.2082682,1130.7,2021:07:15 10:07:14
58.65049642,-134.2081706,1131.2,2021:07:15 10:07:17
58.65052894,-134.2080078,1131.8,2021:07:15 10:07:20
58.65051269,-134.2078776,1132.5,2021:07:15 10:07:23
58.65043944,-134.2078125,1133,2021:07:15 10:07:26
58.65034992,-134.2078125,1132.8,2021:07:15 10:07:32
58.65037433,-134.2078288,1132.8,2021:07:15 10:07:35
58.65042317,-134.207845,1133.7,2021:07:15 10:07:38
58.65048014,-134.2078613,1134.3,2021:07:15 10:07:41
58.65060219,-134.2078939,1135,2021:07:15 10:07:47
58.65062661,-134.2078125,1135.2,2021:07:15 10:07:50
58.65061847,-134.2077311,1135.1,2021:07:15 10:07:53
58.65061847,-134.2077637,1135.3,2021:07:15 10:07:56
58.65064289,-134.2077799,1135.5,2021:07:15 10:07:59
58.65069986,-134.2078776,1136.4,2021:07:15 10:08:05
58.6507975,-134.2080241,1137,2021:07:15 10:08:11
58.65084633,-134.2080566,1137.5,2021:07:15 10:08:14
58.65090331,-134.2080078,1139.1,2021:07:15 10:08:20
58.65089517,-134.2079915,1139.1,2021:07:15 10:08:23
58.65087075,-134.2080078,1139.2,2021:07:15 10:08:26
58.6507975,-134.2080892,1138.9,2021:07:15 10:08:29
58.65072428,-134.2081543,1138.5,2021:07:15 10:08:32
58.65066731,-134.2082031,1137.8,2021:07:15 10:08:35
58.65067544,-134.2081868,1137.7,2021:07:15 10:08:38
58.65069986,-134.2081706,1138.4,2021:07:15 10:08:41
58.65074056,-134.208138,1138.8,2021:07:15 10:08:44
58.65076497,-134.2082031,1139.1,2021:07:15 10:08:50
58.65080564,-134.2082194,1139.1,2021:07:15 10:08:53
58.65083819,-134.2082357,1140,2021:07:15 10:08:56
