GPSLatitude,GPSLongitude,GPSAltitude,CreateDate
58.65087075,-134.2082682,1140.7,2021:07:15 10:08:59
58.65090331,-134.2083008,1141.2,2021:07:15 10:09:02
58.650944,-134.2083171,1141.5,2021:07:15 10:09:05
58.65097656,-134.2083659,1141.6,2021:07:15 10:09:08
58.65100097,-134.2084147,1141.5,2021:07:15 10:09:11
58.65100097,-134.2084635,1141.4,2021:07:15 10:09:14
58.65100097,-134.2085449,1142.1,2021:07:15 10:09:17
58.65103353,-134.2086914,1142.7,2021:07:15 10:09:20
58.65107419,-134.2088379,1142.4,2021:07:15 10:09:23
58.65105792,-134.2089193,1142.1,2021:07:15 10:09:26
58.65096028,-134.2088542,1143.3,2021:07:15 10:09:35
58.65090331,-134.2088216,1143.9,2021:07:15 10:09:38
58.65088703,-134.2087077,1144.7,2021:07:15 10:09:41
58.6507975,-134.2086263,1145.7,2021:07:15 10:09:53
58.65082192,-134.2086751,1146.5,2021:07:15 10:09:56
58.65084633,-134.2086914,1147.3,2021:07:15 10:09:59
58.65091144,-134.2087565,1147.3,2021:07:15 10:10:02
58.65091958,-134.2088053,1147.5,2021:07:15 10:10:05
58.65093586,-134.2089355,1146.4,2021:07:15 10:10:14
58.650944,-134.2089355,1146,2021:07:15 10:10:17
58.650944,-134.2089193,1145.2,2021:07:15 10:10:20
58.650944,-134.2089355,1144,2021:07:15 10:10:23
58.650944,-134.2089193,1143.9,2021:07:15 10:10:26
58.65091958,-134.2089193,1143.6,2021:07:15 10:10:29
58.65088703,-134.2089193,1143.3,2021:07:15 10:10:32
58.65084633,-134.208903,1142.3,2021:07:15 10:10:35
58.65084633,-134.2088704,1142.3,2021:07:15 10:10:38
58.65087889,-134.2089193,1143.6,2021:07:15 10:10:41
58.65086261,-134.2089355,1143.2,2021:07:15 10:10:44
58.65085447,-134.2089681,1143.2,2021:07:15 10:10:47
58.65083006,-134.2089681,1143.1,2021:07:15 10:10:50
58.65080564,-134.2089844,1143.7,2021:07:15 10:10:53
58.65076497,-134.2090332,1143.3,2021:07:15 10:10:56
58.65074869,-134.2089844,1143.5,2021:07:15 10:10:59
58.65075683,-134.2089355,1144,2021:07:15 10:11:02
58.65074869,-134.2088867,1144.8,2021:07:15 10:11:05
58.65073242,-134.2089193,1145.6,2021:07:15 10:11:08
58.65077311,-134.2089681,1147.5,2021:07:15 10:11:11
58.65078936,-134.2090332,1148.3,2021:07:15 10:11:14
58.65080564,-134.209082,1148.6,2021:07:15 10:11:20
58.65080564,-134.2090658,1149.3,2021:07:15 10:11:23
58.6507975,-134.2090658,1149.8,2021:07:15 10:11:26
58.65078936,-134.2090495,1150.3,2021:07:15 10:11:29
58.6507975,-134.2090169,1150.1,2021:07:15 10:11:32
58.65078936,-134.2089844,1150.4,2021:07:15 10:11:35
58.65075683,-134.2089844,1150.9,2021:07:15 10:11:38
58.65074056,-134.2089518,1151.5,2021:07:15 10:11:41
58.65077311,-134.208903,1151.7,2021:07:15 10:11:44
58.65083819,-134.2088379,1152.2,2021:07:15 10:11:47
58.65085447,-134.2088216,1152.4,2021:07:15 10:11:50
58.65083819,-134.2088542,1152.3,2021:07:15 10:11:56
58.65083006,-134.2088542,1152,2021:07:15 10:11:59
58.65081378,-134.2088216,1151.9,2021:07:15 10:12:02
58.65078122,-134.2087891,1152.3,2021:07:15 10:12:05
58.6507975,-134.2087402,1152.4,2021:07:15 10:12:08
58.65080564,-134.2086914,1152.3,2021:07:15 10:12:11
58.6507975,-134.2086914,1152.4,2021:07:15 10:12:14
58.65078936,-134.2087239,1152.6,2021:07:15 10:12:17
58.65080564,-134.2087077,1152.6,2021:07:15 10:12:20
58.65084633,-134.2087077,1152.9,2021:07:15 10:12:23
58.65089517,-134.2086914,1152.9,2021:07:15 10:12:26
58.65087889,-134.2087077,1153,2021:07:15 10:12:29
58.65083006,-134.2087239,1153.7,2021:07:15 10:12:32
58.65080564,-134.2086588,1153.6,2021:07:15 10:12:35
58.65078122,-134.2086426,1153.3,2021:07:15 10:12:38
58.65074056,-134.2087077,1154,2021:07:15 10:12:41
58.65069172,-134.2088704,1152.2,2021:07:15 10:12:44
58.65066731,-134.2088542,1151.9,2021:07:15 10:12:47
58.65064289,-134.2088379,1153.3,2021:07:15 10:12:50
58.65065103,-134.2087728,1154.5,2021:07:15 10:12:53
58.65060219,-134.2087565,1155.8,2021:07:15 10:12:56
58.65056964,-134.2087077,1157.5,2021:07:15 10:12:59
58.65060219,-134.2086263,1158.6,2021:07:15 10:13:02
58.65061033,-134.2085449,1159.4,2021:07:15 10:13:05
58.65058592,-134.2084798,1160.8,2021:07:15 10:13:08
58.65056964,-134.2084147,1162.5,2021:07:15 10:13:11
58.6505615,-134.2083496,1160.7,2021:07:15 10:13:14
58.65050456,-134.2083984,1156.4,2021:07:15 10:13:17
58.65048828,-134.2082519,1159.2,2021:07:15 10:13:20
58.650472,-134.2082845,1159.8,2021:07:15 10:13:23
58.650472,-134.2083171,1161,2021:07:15 10:13:26
58.650472,-134.2083333,1161.2,2021:07:15 10:13:29
58.65046386,-134.2083496,1159.5,2021:07:15 10:13:32
58.65050456,-134.2082845,1159.4,2021:07:15 10:13:35
58.6505615,-134.2082519,1158.3,2021:07:15 10:13:38
58.65057778,-134.2082845,1157.7,2021:07:15 10:13:41
58.65057778,-134.2083333,1157,2021:07:15 10:13:44
58.65061847,-134.2083821,1156.2,2021:07:15 10:13:47
58.65064289,-134.2083984,1155.4,2021:07:15 10:13:50
58.65064289,-134.2084473,1153.8,2021:07:15 10:13:53
58.65063475,-134.2084798,1153,2021:07:15 10:13:56
58.65062661,-134.2085449,1151.7,2021:07:15 10:13:59
58.65061033,-134.2085938,1150.3,2021:07:15 10:14:02
58.65060219,-134.2086263,1149.7,2021:07:15 10:14:05
58.65064289,-134.2086426,1149.5,2021:07:15 10:14:08
58.65068358,-134.2087402,1147.3,2021:07:15 10:14:11
58.65074869,-134.2088542,1146.1,2021:07:15 10:14:14
58.65080564,-134.2088867,1145,2021:07:15 10:14:17
58.65082192,-134.2088704,1145.3,2021:07:15 10:14:20
58.65080564,-134.2088542,1145.2,2021:07:15 10:14:23
58.65085447,-134.2088379,1145.8,2021:07:15 10:14:26
58.65087889,-134.2088379,1144.6,2021:07:15 10:14:29
58.65087075,-134.2088704,1143.3,2021:07:15 10:14:32
58.65084633,-134.2088867,1142,2021:07:15 10:14:35
58.65085447,-134.2089844,1139.7,2021:07:15 10:14:38
58.65084633,-134.2090169,1138,2021:07:15 10:14:41
58.65083819,-134.2090169,1137.4,2021:07:15 10:14:44
58.65081378,-134.2090006,1137.1,2021:07:15 10:14:47
58.65082192,-134.2089681,1136.4,2021:07:15 10:14:50
58.65084633,-134.2089681,1136.3,2021:07:15 10:14:53
58.65083819,-134.2089844,1135.9,2021:07:15 10:14:56
58.65085447,-134.2090169,1135,2021:07:15 10:14:59
58.65082192,-134.2090332,1133.9,2021:07:15 10:15:02
58.65077311,-134.2090332,1133.9,2021:07:15 10:15:05
58.65072428,-134.2090332,1133.6,2021:07:15 10:15:08
58.65069172,-134.2090006,1133.6,2021:07:15 10:15:11
58.65066731,-134.208903,1132.2,2021:07:15 10:15:14
58.65068358,-134.208903,1130.4,2021:07:15 10:15:17
58.65074056,-134.2089193,1129.4,2021:07:15 10:15:20
58.65076497,-134.2089681,1128.5,2021:07:15 10:15:23
58.65078122,-134.2090169,1126.8,2021:07:15 10:15:26
58.65074869,-134.2090983,1125.3,2021:07:15 10:15:29
58.65071614,-134.2091146,1125,2021:07:15 10:15:32
58.65068358,-134.2091471,1123.7,2021:07:15 10:15:35
58.65066731,-134.2090983,1123.7,2021:07:15 10:15:38
58.65061847,-134.2091308,1120.7,2021:07:15 10:15:41
58.6505615,-134.2091471,1115.5,2021:07:15 10:15:44
58.65052894,-134.2090983,1116.4,2021:07:15 10:15:47
58.65050456,-134.2090332,1116.7,2021:07:15 10:15:50
58.650472,-134.2089681,1116.7,2021:07:15 10:15:53
58.65048014,-134.208903,1117.5,2021:07:15 10:15:56
58.65052081,-134.2088053,1119.3,2021:07:15 10:15:59
58.65054522,-134.2088216,1119.5,2021:07:15 10:16:02
58.65053708,-134.2088379,1119.5,2021:07:15 10:16:05
58.65053708,-134.2088542,1119.4,2021:07:15 10:16:08
58.65052894,-134.2088379,1119.3,2021:07:15 10:16:11
58.65049642,-134.2088542,1119.3,2021:07:15 10:16:14
58.65046386,-134.2088216,1119.1,2021:07:15 10:16:17
58.65041503,-134.2088053,1117.8,2021:07:15 10:16:20
58.65039061,-134.2087728,1117.1,2021:07:15 10:16:23
58.65039875,-134.2087402,1116.6,2021:07:15 10:16:26
58.65040689,-134.2086914,1116.1,2021:07:15 10:16:29
58.65041503,-134.2086751,1115.6,2021:07:15 10:16:32
58.65041503,-134.2086751,1115.3,2021:07:15 10:16:35
58.65040689,-134.2086588,1115,2021:07:15 10:16:38
58.65041503,-134.2086263,1115,2021:07:15 10:16:41
58.65039875,-134.20861,1114.9,2021:07:15 10:16:44
58.65038247,-134.2085775,1114.8,2021:07:15 10:16:47
58.65035806,-134.2085612,1114.8,2021:07:15 10:16:50
58.65034178,-134.2085449,1114.8,2021:07:15 10:16:53
58.6503255,-134.2085124,1114.8,2021:07:15 10:16:56
58.65030108,-134.2084961,1114.8,2021:07:15 10:16:59
58.65027667,-134.2084798,1114.8,2021:07:15 10:17:02
58.65026039,-134.2084635,1115,2021:07:15 10:17:05
58.65024414,-134.2084473,1114.8,2021:07:15 10:17:08
58.65021972,-134.208431,1114.7,2021:07:15 10:17:11
58.65019531,-134.2084147,1114.4,2021:07:15 10:17:14
58.65017089,-134.2083821,1114.3,2021:07:15 10:17:17
58.65015461,-134.2083659,1114.5,2021:07:15 10:17:20
58.65013833,-134.2083496,1114.8,2021:07:15 10:17:23
58.65013019,-134.2083333,1115,2021:07:15 10:17:26
58.65012206,-134.2083171,1115.4,2021:07:15 10:17:29
