SourceFile,FileName,GPSLatitude,GPSLongitude,GPSAltitude,CreateDate,relativealtitude
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095041_113.JPG,2021_0715_095041_113.JPG,58.6510497777778,-134.207242833333,1132.3,2021:07:15 09:50:41,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095044_114.JPG,2021_0715_095044_114.JPG,58.65101725,-134.207291638889,1132.1,2021:07:15 09:50:44,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095047_115.JPG,2021_0715_095047_115.JPG,58.6509846944444,-134.207470694444,1133,2021:07:15 09:50:47,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095050_116.JPG,2021_0715_095050_116.JPG,58.6509521388889,-134.207600888889,1134,2021:07:15 09:50:50,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095053_117.JPG,2021_0715_095053_117.JPG,58.650944,0.0598333055555556,1134.4,2021:07:15 09:50:53,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095056_118.JPG,2021_0715_095056_118.JPG,58.6510091111111,0,1135.4,2021:07:15 09:50:56,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095059_119.JPG,2021_0715_095059_119.JPG,58.6509846944444,-134.207405583333,1135.9,2021:07:15 09:50:59,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095102_120.JPG,2021_0715_095102_120.JPG,58.6509684166667,-134.207519527778,1136.7,2021:07:15 09:51:02,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095105_121.JPG,2021_0715_095105_121.JPG,58.6509033055556,-134.207600888889,1137.6,2021:07:15 09:51:05,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095108_122.JPG,2021_0715_095108_122.JPG,58.6508463333333,-134.207486972222,1138.3,2021:07:15 09:51:08,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095111_123.JPG,2021_0715_095111_123.JPG,58.6509277222222,0,1138.9,2021:07:15 09:51:11,-
C:/Users/maxbu/OneDrive/Documents/Thesis/blimp_1/2021_0715_095114_124.JPG,2021_0715_095114_124.JPG,58.6510416388889,-134.207307916667,1142.4,2021:07:15 09:51:14,-
